Kunden_ID,Versicherungsabschluss,Schadens_ID,Versicherungsart,Schadensmeldung,Schadensbetrag,Vorherige_Schaeden,Schadensort,BeteiligtePersonen,Betrug
K0207,2023-03-01,S00207,Haftpflichtversicherung,2023-03-16,1484,0,Hannover,2,False
K0490,2023-05-12,S00490,Hausrat,2023-08-02,1238,2,Dortmund,2,False
K0265,2022-09-11,S00265,Hausrat,2024-01-01,4201,0,Leipzig,1,False
K0000,2022-03-04,S00000,Haftpflichtversicherung,2022-06-14,2796,1,Bremen,2,False
K0427,2023-04-29,S00427,Kfz,2023-11-30,2822,1,Dortmund,1,False
K0112,2022-03-11,S00112,Kfz,2023-02-18,2538,1,Nürnberg,2,False
K0407,2023-02-21,S00407,Hausrat,2023-05-07,4420,2,Nürnberg,2,False
K0789,2023-01-02,S00789,Hausrat,2023-03-14,1607,2,Berlin,1,False
K0424,2021-05-27,S00424,Kfz,2021-07-06,1958,1,Stuttgart,2,False
K0225,2022-11-03,S00225,Hausrat,2023-03-30,2292,0,Dresden,1,False
K0613,2022-03-12,S00613,Haftpflichtversicherung,2023-07-09,4951,0,Leipzig,1,False
K0838,2023-04-29,S00838,Hausrat,2023-10-25,3953,0,Stuttgart,1,False
K0014,2022-09-20,S00014,Hausrat,2023-11-20,1025,1,Nürnberg,3,False
K0326,2023-01-19,S00326,Kfz,2023-04-01,3952,2,Hamburg,2,False
K0970,2022-07-22,S00970,Hausrat,2022-08-09,9349,3,Leipzig,2,True
K0333,2022-09-12,S00333,Haftpflichtversicherung,2023-04-30,1909,0,Stuttgart,1,False
K0827,2023-04-18,S00827,Hausrat,2023-04-21,4630,1,Nürnberg,1,False
K0008,2022-01-04,S00008,Haftpflichtversicherung,2022-03-27,2555,0,Frankfurt,3,False
K0495,2023-09-25,S00495,Hausrat,2023-09-28,2304,0,Nürnberg,1,False
K0194,2021-04-29,S00194,Haftpflichtversicherung,2022-01-17,3825,0,Hannover,2,False
K0332,2023-01-14,S00332,Kfz,2023-05-05,4094,1,München,2,False
K0015,2021-10-28,S00015,Kfz,2022-03-31,4623,1,Bremen,1,False
K0854,2022-06-18,S00854,Kfz,2024-01-01,1029,0,Düsseldorf,2,False
K0135,2021-08-27,S00135,Haftpflichtversicherung,2023-09-11,577,2,Bremen,2,False
K0556,2023-04-25,S00556,Kfz,2023-09-28,2414,0,Hannover,1,False
K0450,2023-06-07,S00450,Kfz,2023-10-21,546,1,Hannover,1,False
K0596,2023-05-11,S00596,Haftpflichtversicherung,2023-08-28,2896,0,Düsseldorf,1,False
K0690,2022-03-23,S00690,Haftpflichtversicherung,2022-07-15,1488,0,Leipzig,3,False
K0899,2023-02-14,S00899,Kfz,2023-07-12,2860,0,Frankfurt,3,False
K0174,2021-06-18,S00174,Haftpflichtversicherung,2022-02-17,2743,2,Frankfurt,1,False
K0339,2022-03-31,S00339,Hausrat,2023-02-03,4077,1,Düsseldorf,1,False
K0121,2023-02-14,S00121,Haftpflichtversicherung,2023-04-18,2408,2,Leipzig,3,False
K0519,2022-06-03,S00519,Haftpflichtversicherung,2022-07-22,2533,1,Stuttgart,2,False
K0903,2022-05-17,S00903,Hausrat,2022-06-01,3297,3,Leipzig,1,True
K0066,2023-02-28,S00066,Hausrat,2023-10-01,742,1,Dresden,1,False
K0146,2023-02-08,S00146,Haftpflichtversicherung,2023-12-24,4262,2,Dresden,2,False
K0348,2022-07-26,S00348,Kfz,2023-11-07,3686,1,Bremen,2,False
K0588,2022-08-22,S00588,Haftpflichtversicherung,2022-09-24,3887,0,Nürnberg,3,False
K0293,2022-04-07,S00293,Kfz,2022-07-30,4650,0,Düsseldorf,1,False
K0622,2022-04-11,S00622,Hausrat,2023-09-05,4241,0,Leipzig,2,False
K0395,2021-12-11,S00395,Hausrat,2023-08-15,2558,1,Essen,1,False
K0517,2022-05-01,S00517,Haftpflichtversicherung,2023-11-01,1665,2,Leipzig,2,False
K0034,2022-10-17,S00034,Haftpflichtversicherung,2022-10-26,2103,1,Stuttgart,1,False
K0974,2022-01-26,S00974,Hausrat,2022-02-01,7535,1,Berlin,2,True
K0028,2021-10-23,S00028,Haftpflichtversicherung,2023-04-04,1562,2,Bremen,1,False
K0347,2022-10-01,S00347,Hausrat,2023-07-23,4453,1,Bremen,2,False
K0777,2022-01-30,S00777,Kfz,2022-10-05,816,1,Bremen,3,False
K0338,2022-10-24,S00338,Kfz,2023-10-27,1779,1,Dortmund,1,False
K0386,2023-01-14,S00386,Haftpflichtversicherung,2023-03-29,4725,2,Nürnberg,1,False
K0878,2022-11-06,S00878,Kfz,2023-04-05,3438,0,Düsseldorf,2,False
